"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"31",1086,469047,"EDCS-10100864","HD034239",1,42,"M(arcus) Livius M(arci) / f(ilius) Pal(atina) dom(o) / Aloro ve/teranus / leg(ionis) VII an(norum) / L stip(endiorum) XXVI / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","M(arcus) Livius M(arci) f(ilius) Pal(atina) dom(o) Aloro veteranus leg(ionis) VII an(norum) L stip(endiorum) XXVI h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","Marcus Livius Marci filius Palatina domo Aloro veteranus legionis VII annorum L stipendiorum XXVI hic situs est testamento fieri iussit","epitaph","stele","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, tria nomina, viri",43.1818,17.5271
"32",1087,469048,"EDCS-10100865","HD034241",1,42,"T(itus) Varius T(iti) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / an(norum) L sti(pendiorum) XXIX / h(ic) s(itus) e(st) her(es) pos(uit)","T(itus) Varius T(iti) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / an(norum) L sti(pendiorum) XXIX / h(ic) s(itus) e(st) her(es) pos(uit)","Titus Varius Titi filius Velina domo Pessinunte veteranus legionis VII annorum L stipendiorum XXIX hic situs est heres posuit","epitaph","stele","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","praenomen et nomen, viri",43.1818,17.5271
"33",6222,474678,"EDCS-03300744","HD040157",1,42,"L(ucius) Mummius L(uci) / f(ilius) Fab(ia) Ancyra / miles leg(ionis) VII / ann(orum) XXXVI / stipend(iorum) XVI / h(ic) s(itus) e(st) // Arma bis octonis felicia qui tulit annis / hic situs est fato Mummius ipse suo / si sapiunt obiti data munera percipis am(pla) / et recipis nostrae pignus amicitiae / hoc tibi cum titulo posuit / Cornelius Chrestus / et dixit lachrymans sit tibi ter(r)a levis // M(arcus) Cornelius M(arci) l(ibertus) / Chrestus posuit","L(ucius) Mummius L(uci) / f(ilius) Fab(ia) Ancyra / miles leg(ionis) VII / ann(orum) XXXVI / stipend(iorum) XVI / h(ic) s(itus) e(st) // Arma bis octonis felicia qui tulit annis / hic situs est fato Mummius ipse suo / si sapiunt obiti data munera percipis am(pla) / et recipis nostrae pignus amicitiae / hoc tibi cum titulo posuit Cornelius Chrestus / et dixit lachrymans(!) sit tibi ter(r)a levis // M(arcus) Cornelius M(arci) l(ibertus) / Chrestus pos(u)it","Lucius Mummius Luci filius Fabia Ancyra miles legionis VII annorum XXXVI stipendiorum XVI hic situs est Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis ampla et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi terra levis Marcus Cornelius Marci libertus Chrestus posuit","epitaph","stele","Dalmatia","Dalmatia","Trilj / Tilurium","Tilurium","Trilj","liberti/libertae, milites, nomen singulare, praenomen et nomen, tria nomina, viri",43.6139,16.689
"34",842,468797,"EDCS-16900021","HD028177",9,42,"Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / [m]il(es) leg(ionis) VII an(norum) / [3] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi","Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / mil(es) leg(ionis) VII an(norum) / [---] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi","Quintus Marcius Quinti filius Cornelia Bassus domo Benevento miles legionis VII annorum stipendiorum XVII hic situs est testamento fieri iussit ex arbitratu Maximi","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, tria nomina, viri",43.6139,16.689
"35",1174,469140,"EDCS-28300164","HD058166",9,42,"T(itus) Cominius / C(ai) f(ilius) Romilia / Ateste miles / leg(ionis) XI anno/rum XL stip(endiorum) XVI / h(ic) s(itus) e(st) frater / fratri posuit / vix{s}i(t) quad potui sem/per bene pauper honeste / [fr]audavi nullum nunc iuvat / [os]sa mea","T(itus) Cominius / C(ai) f(ilius) R[o]milia / Ateste miles / leg(ionis) XI anno/rum XL stip(endiorum) XVI / h(ic) s(itus) e(st) frat[e]r / fratri posuit / vixsi(!) quoad potui sem/per bene pauper honeste / [fr]audavi nullum nunc iuvat / [os]sa mea","Titus Cominius Cai filius Romilia Ateste miles legionis XI annorum XL stipendiorum XVI hic situs est frater fratri posuit vixsi quoad potui semper bene pauper honeste fraudavi nullum nunc iuvat ossa mea","epitaph","tabula","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"36",1434,469412,"EDCS-30301406","HD058275",9,42,"]II / [3 mil(iti)] leg(ionis) XI / [tess]erar(io) / [3] corni/[culario] leg(ati) Aug(usti) / [3] pio [","------]IL(?) / [--- mil(---)] leg(ionis) XI / [tess]erar(i--) [---] / [---] corni/[culari-- ---?] / leg(ati) Aug(usti) / [---]I(?)PIO[------","IL mil legionis XI tesserari corniculari legati Augusti IPIO","epitaph","tabula","Dalmatia","Dalmatia","Knin / Burnum","Ninia","Knin, bei","milites, viri",44.0408,16.1994
"37",2500,470507,"EDCS-30301392","HD061586",9,42,"M(arcus) Fraxsanius Sex(ti) f(ilius) / Pol(lia) domo Regio Lepido / veteranus leg(ionis) XI eques / annorum XLIIII stipendiorum XXV donatus / phaleris torquibus / armillis h(ic) s(itus) e(st) / Primu(s) l(ibertus) pro meritis","M(arcus) Fraxsanius(!) Sex(ti) f(ilius) / Pol(lia) domo Regio Lepido / veteranus leg(ionis) XI eques / annorum XLIIII stipendiorum XXV donatus / phaleris torquibus / armillis h(ic) s(itus) e(st) / Primu(s) l(ibertus) pro meritis","Marcus Fraxsanius Sexti filius Pollia domo Regio Lepido veteranus legionis XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis hic situs est Primus libertus pro meritis","epitaph","cliff","Dalmatia","Dalmatia","Roski slap","NULL","Skradin - Kistanje, zwischen","liberti/libertae, milites, nomen singulare, viri",43.8227,15.9208
"38",2692,470701,"EDCS-28300147","HD061590",9,42,"T(itus) Cillius / T(iti) f(ilius) Fab(ia) / domo Lara/nda vet(eranus) / leg(ionis) XI ann(orum) LXX / stipendioru(m) / [X]XXIIX / [3]E[3]","T(itus) Cillius / T(iti) f(ilius) Fab(ia) / domo Lara/nda vet(eranus) / leg(ionis) XI ann(orum) LXX / stipendioru(m) / [X?]XXIIX / [--]E[--]","Titus Cillius Titi filius Fabia domo Laranda veteranus legionis XI annorum LXX stipendiorum XXXIIX E","epitaph","cliff","Dalmatia","Dalmatia","Skradin / Scardona","NULL","Skradin - Kistanje, zwischen","milites, praenomen et nomen, viri",43.8227,15.9208
"39",5559,473900,"EDCS-05000667","HD039722",9,42,"Q(uintus) Valerius / Q(uinti) f(ilius) Corn(elia) / Edessa mil(es) / leg(ionis) VII ann(orum) / XXXV stip(endiorum) XII / t(estamento) f(ieri) i(ussit) L(ucius) Valerius / h(eres) p(osuit) et Valeria / Quinta l(iberta) h(ic) s(itus) e(st)","Q(uintus) Valerius / Q(uinti) f(ilius) Corn(elia) / Edessa mil(es) leg(ionis) VII ann(orum) / XXXV stip(endiorum) XII / t(estamento) f(ieri) i(ussit) L(ucius) Valerius / h(eres) p(osuit) et Valeria / Quinta l(iberta) h(ic) s(ita) e(st)","Quintus Valerius Quinti filius Cornelia Edessa miles legionis VII annorum XXXV stipendiorum XII testamento fieri iussit Lucius Valerius heres posuit et Valeria Quinta liberta hic sita est","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, mulieres, praenomen et nomen, viri",43.5384,16.4743
"40",287,468220,"EDCS-30200435","HD035403",1,50,"Remmo / Saeconis / f(ilius) mil(es) coh(ortis) / Mont(anorum) ann(orum) / [","Remmo / Saeconis / f(ilius) mil(es) coh(ortis) I(?) / Mo[nt(anorum)] ann(orum) / [------","Remmo Saeconis filius miles cohortis I Montanorum annorum","epitaph","stele","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936
"41",985,468941,"EDCS-30200139","HD021258",1,50,"eiusd]em / [3 fr]ater f(aciendum) c(uravit)","------ mil(es) leg(ionis) eiusd]em / [--- fr]ater f(aciendum) c(uravit)","miles legionis eiusdem frater faciendum curavit","epitaph","NULL","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","viri",43.6922,16.5206
"42",1088,469049,"EDCS-10100866","HD034242",1,50,"] Caenio / Q(uinti) f(ilio) [e]q(uiti) coh(ortis) / [II]I Alpinoru[m] / [d]omo [V]e[l]au/no ann(orum) [3] / st[ip(endiorum)] XX[","[Q(uinto)?] Caenio / Q(uinti) f(ilio) [e]q(uiti) coh(ortis) / [II]I Alpinoru[m] / [d]omo [V]e[l]au/[no] ann(orum) [---] / st[ip(endiorum)] XX[---] / [------","Quinto Caenio Quinti filio equiti cohortis III Alpinorum domo Velauno annorum stipendiorum XX","epitaph","NULL","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, viri",43.1818,17.5271
"43",1109,469070,"EDCS-51400004","HD065033",1,50,"L(ucius) Vettius M(arci) [f(ilius)] / Maec(ia) Secun[dus] / Libarn[a] vet(eranus) le[g(ionis)] / VII vivus [f]ecit si[bi] / et Vettiae L(uci) f(iliae) Ver[ae] / et Vettiae L(uci) l(ibertae) S[3]","L(ucius) Vettius M(arci) [f(ilius)] / Maec(ia) Secun[dus] / Libarn[a] vet(eranus) le[g(ionis)] / VII vivus [f]ecit s[ibi] / et Vettiae L(uci) f(iliae) Ver[ae] / et Vettiae L(uci) l(ibertae) S[---]","Lucius Vettius Marci filius Maecia Secundus Libarna veteranus legionis VII vivus fecit sibi et Vettiae Luci filiae Verae et Vettiae Luci libertae S","epitaph","stele","Dalmatia","Dalmatia","Hrvace","Aequum","Hrvace","liberti/libertae, milites, mulieres, tria nomina, viri",43.7423,16.6547
"44",1228,469195,"EDCS-10000854","HD034391",1,50,"Heras Ennom/ai f(ilius) mil(es) c(oh)or(tis) II / Cyrr(hestarum) do(mo) Cyr(rh)o / ann(orum) L sti(pendiorum) XXII / h(ic) s(itus) e(st) / [Heb]raeus Ab/emmi f(ilius) (h)er(es) pos(uit)","Heras Ennom/ai f(ilius) mil(es) c(oh)or(tis) II / Cyrr(hestarum) do(mo) Cyr(rh)o / ann(orum) L sti(pendiorum) XXII h(ic) s(itus) e(st) / [---]raeus Ab/emmi f(ilius) (h)er(es) pos(uit)","Heras Ennomai filius miles cohortis II Cyrrhestarum domo Cyrrho annorum L stipendiorum XXII hic situs est raeus Abemmi filius heres posuit","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936
"45",1248,469215,"EDCS-10101845","HD025912",1,50,"Dacnas / Apsaei f(ilius) / mil(es) <c=G>oh(ortis) II / Cyrrhestaru(m) / domo Berea / ann(orum) L stip(endiorum) XXIV / h(ic) s(itus) e(st)","Dacnas / Apsaei f(ilius) / mil(es) coh(ortis) II / Cyrrhestaru(m) / dom(o) Berea / ann(orum) L stip(endiorum) XXIV / h(ic) s(itus) e(st)","Dacnas Apsaei filius miles cohortis II Cyrrhestarum domo Berea annorum L stipendiorum XXIV hic situs est","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936
"46",2283,470286,"EDCS-30200437","HD005744",1,50,"C(aius) Oppiu[s 3] / mil(es) leg(ionis) X[ // ] d(e) s(ua) p(ecunia) // fr(umenti?) // he(mina?) // s(extarius)","C(aius) Oppiu[s ---] d(e) s(ua) p(ecunia) / Ti(berius) C[---] / [------? // C(aius) Oppiu[s --- trib(unus)?] / mil(itum) leg(ionis) [---] / [------? // L(ibra) // S I // lib(ra) // s(extarius) // // fr(umentum) // he(mina) // s(extarius)","Caius Oppius de sua pecunia Tiberius C Caius Oppius tribunus militum legionis Libra S I libra sextarius frumentum hemina sextarius","identification inscription","table","Dalmatia","Dalmatia","Podgrade / Asseria","Asseria","Benkovac","milites, viri",44.0103,15.6844
"47",4867,473083,"EDCS-32700262","HD061552",1,50,"] Pom(peius) Titullus eq(ues) / [do]mo Dertona t(estamento) f(ieri) iussit / [3]ae Secundae uxoris / Cordiae C[3]/ae uxor[i 3] / Secun[d","------] Pom(peius) Titullus eq(ues) / [---? do]mo Dertona t(estamento) f(ieri) iussit / [---]ae Secundae uxoris / Cordiae C[---]/ae uxor[i ---] / Secun[d------","Pompeius Titullus eques domo Dertona testamento fieri iussit ae Secundae uxoris Cordiae C ae uxori Secund","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri",43.5384,16.4743
"48",4874,473091,"EDCS-32700270","HD061534",1,50,"] Tro[m(entina) 3] / [3 trib(unus)] mil(itum) bis l[eg(ionis) 3]ARE[3] / [3]P[","------] Tro[m(entina) ---] / [--- trib(uno)] mil(itum) bis l[eg(ionis) ------ // ------ Caes]are [---] / [---]P[------","Tromentina tribuno militum bis legionis Caesare P","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo equester, ordo senatorius, viri",43.5384,16.4743
"49",4880,473097,"EDCS-32700275","HD031869",1,50,"L(ucio) Anicio C(ai) f(ilio) / Paetinati / IIIIvir(o) i(ure) d(icundo) prae(fecto) / fab(rum) IIIIvir(o) i(ure) d(icundo) / quinq(uennali) d(ecreto) d(ecurionum) / publice / bene merito","L(ucio) Anicio C(ai) f(ilio) / Paetinati / IIIIvir(o) i(ure) d(icundo) prae(fecto) / fabr(um) IIIIvir(o) i(ure) d(icundo) / quinq(uennali) d(ecurionum) d(ecreto) / publice / bene merito","Lucio Anicio Cai filio Paetinati IIII viro iure dicundo praefecto fabrum IIII viro iure dicundo quinquennali decurionum decreto publice bene merito","honorific inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, ordo decurionum, ordo equester, tria nomina, viri",43.5384,16.4743
"50",5205,473460,"EDCS-10101053","HD034434",1,50,"M(arcus) Titius M(arci) f(ilius) S[er]/gia domo Isinda / eques leg(ionis) VII anno[r(um)] / XXXV stipend(iorum) X[3] / ex testament(o) fi[eri] / iussit arbitr[atu] / L(uci) Gelli M(arci) f(ilii) Serg[ia]","M(arcus) Titius M(arci) f(ilius) S[er]/gia domo Isinda / eques leg(ionis) VII anno[r(um)] / XXXV stipend(iorum) X[---] / ex testament(o) fi[eri] / iussit arbitr[atu] / L(uci) Gelli M(arci) f(ili) Serg[ia]","Marcus Titius Marci filius Sergia domo Isinda eques legionis VII annorum XXXV stipendiorum X ex testamento fieri iussit arbitratu Luci Gelli Marci fili Sergia","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, praenomen et nomen, viri",43.5384,16.4743
"51",6384,474845,"EDCS-26600674","HD051073",1,50,"Cn(aeus) Magius Cn(aei) f(ilius) / Palat(ina) veteranus / s(itus)","Cn(aeus) Magius Cn(aei) f(ilius) / Palat(ina) veteranus / s(itus)","Cnaeus Magius Cnaei filius Palatina veteranus situs","epitaph","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","milites, praenomen et nomen, viri",43.0801,17.625
"52",6387,474848,"EDCS-27500162","HD053445",1,50,"L(ucius) Riccius L(uci) f(ilius) Vel(ina) / Pessinunte ann(orum) LX vet(eranus) / Marcia Maxima uxor / L(ucius) Riccius L(uci) f(ilius) Valens / L(ucius) Riccius L(uci) f(ilius) Gallus / Riccia L(uci) [f(ilia)] Bulla / h(ic) s(iti) s(unt) / L(ucius) Atilius L(uci) f(ilius) Vel(ina) veter(anus) leg(ionis) VII / avunculo suo posuit et sibi","L(ucius) Riccius L(uci) f(ilius) Vel(ina) / Pessinunte ann(orum) LX vet(eranus) / Marcia Maxima uxor / L(ucius) Riccius L(uci) f(ilius) Valens / L(ucius) Riccius L(uci) f(ilius) Gallus / Riccia L(uci) [f(ilia)] Bulla / h(ic) s(iti) s(unt) / L(ucius) Atilius L(uci) f(ilius) Vel(ina) veter(anus) leg(ionis) VII / avunculo suo posuit et sibi","Lucius Riccius Luci filius Velina Pessinunte annorum LX veteranus Marcia Maxima uxor Lucius Riccius Luci filius Valens Lucius Riccius Luci filius Gallus Riccia Luci filia Bulla hic siti sunt Lucius Atilius Luci filius Velina veteranus legionis VII avunculo suo posuit et sibi","epitaph","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Čapljina","milites, mulieres, praenomen et nomen, viri",43.0645,17.6884
"53",6721,475190,"EDCS-28400162","HD060142",1,50,"C(aio) Allio T(iti) f(ilio) Fab(ia) Luc(a) / veter(ano) leg(ionis) XX / C(aio) Allio Prisco f(ilio) / ann(orum) X Allia C(ai) l(iberta) Mete / patrono et filio / viva b(e)ne merenti / in fronte p(edes) X in agr(o) p(edes) XVI / et C(aio) Allio Vitali filio","C(aio) Allio T(iti) f(ilio) Fab(ia) Luc(o) / veter(ano) leg(ionis) XX / C(aio) Allio Prisco f(ilio) / ann(orum) X Allia C(ai) l(iberta) Mete / patrono et filio / viva b(e)ne merenti / in fronte p(edes) [X in agr(o)] p(edes) XVI / et C(aio) Allio Vi[tal]i fil[i]o","Caio Allio Titi filio Fabia Luco veterano legionis XX Caio Allio Prisco filio annorum X Allia Cai liberta Mete patrono et filio viva bene merenti in fronte pedes X in agro pedes XVI et Caio Allio Vitali filio","epitaph","NULL","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar","liberti/libertae, milites, mulieres, praenomen et nomen, tria nomina, viri",43.9393,15.4483
"54",6841,475312,"EDCS-10000900","HD018007",1,50,"Stieu Barn/ainu f(ilius) domo / Berea annor(um) / XXX miles / coh(ortis) II Crest/ar(um) stipen[di]o/[rum","Stieu Barn/ainu f(ilius) domo / Ber(o)ea annor(um) / XXX miles / coh(ortis) II Crest/ar(um) stipen[dio]/[rum ------","Stieu Barnainu filius domo Beroea annorum XXX miles cohortis II Crestarum stipendiorum","epitaph","stele","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar","milites, nomen singulare, viri",43.9393,15.4483
"55",6850,475321,"EDCS-10000911","HD034570",1,50,"L(ucio) Caleio benef/iciario / L(ucius) Valerius Car/idus dec(urio) equi/tum de s(uo) fecit","L(ucio) Caleio benef/iciario / L(ucius) Valerius Car/idus dec(urio) equi/tum de s(uo) fecit","Lucio Caleio beneficiario Lucius Valerius Caridus decurio equitum de suo fecit","epitaph","NULL","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar","milites, praenomen et nomen, tria nomina, viri",43.9393,15.4483
"56",1998,469992,"EDCS-03000738","HD039963",14,50,"[Div]o Aug(usto) et [Rom(ae)] / sacru[m]","[Div]o Aug(usto) et [Romae] / sacru[m] // [Ara]m Geni[o -]/[--- A]ugustam / [coh(ors)? Ga?]llica vol(untariorum?) / [------](?)","Divo Augusto et Romae sacrum Aram Genio Augustam cohors Gallica voluntariorum","votive inscription","altar","Dalmatia","Dalmatia","Omis / Almissa / Oneum / Onaeum","Oneum","Omiš",NA,43.4422,16.7019
"57",1241,469208,"EDCS-10101837","HD035391",50,50,"[Ti(berius) Claudius Drusi] / [f(ilius) Caesar Aug(ustus) German(icus)] / [pontif(ex) maximus tr(ibunicia) p(otestate) X] / [co(n)s(ul) IIII] imp(erator) XXI p(ater) p(atriae) c[ensor] / [P(ublio) A]nteio Ru[fo leg(ato)] / [Aug(usti) pr(o) p]r(aetore) le[g(io) XI C(laudia) P(ia) F(idelis)]","[Ti(berius) Claudius Drusi] / [f(ilius) Caesar Aug(ustus) German(icus)] / [pontif(ex) maximus tr(ibunicia) p(otestate) X] / [co(n)s(ul) IIII] imp(erator) XXI p(ater) p(atriae) c[ensor] / [P(ublio) A]nteio Ru[fo leg(ato)] / [Aug(usti) pr(o) p]r(aetore) le[g(io) XI C(laudia) p(ia) f(idelis)]","Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate X consul IIII imperator XXI pater patriae censor Publio Anteio Rufo legato Augusti pro praetore legio XI Claudia pia fidelis","building/dedicatory inscription","NULL","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","Augusti/Augustae, milites, ordo senatorius, tria nomina, viri",44.0317,15.9936
"58",6343,474804,"EDCS-26600656","HD039236",14,54,"Dianae Nemore(n)s(i) / sacrum / Ti(berius) Claudius Claud[i]/anus praef(ectus) coh(ortis) I / Bracaraugust(anorum) / ex voto su(s)cep(to) de suo","Dianae Nemore(n)s(i) / sacrum / Ti(berius) Claudius Claud[i]/anus praef(ectus) coh(ortis) I / Bracaraugust(anorum) / ex voto su(s)cep(to) de suo","Dianae Nemorensi sacrum Tiberius Claudius Claudianus praefectus cohortis I Bracaraugustanorum ex voto suscepto de suo","votive inscription","statue base","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","milites, ordo equester, tria nomina, viri",43.0801,17.625
"59",4879,473096,"EDCS-31300306","HD031866",25,54,"L(ucio) Anicio L(uci) f(ilio) / Paetinati / IIIIvir(o) iure dic(undo) / quinquennal(i) praef(ecto) / quinq(uennali) Drusi Caesar(is) / Germanici praefec(to) / quin(quennali) P(ubli) Dolabellae / pontifici flamini / Iuliae Augustae praef(ecto) / fabr(um) / praefectur(a) Phariac(a) / Salonitan(a)","L(ucio) Anicio L(uci) f(ilio) / Paetinati / IIIIvir(o) iure dic(undo) / quinquennal(i) prae(fecto) / quinq(uennali) Drusi Caesar(is) / Germanici praefec(to) / quinq(uennali) P(ubli) Dolabellae / pontifici flamini / Iuliae Augustae praef(ecto) / fabr(um) / praefectur(a) Phariac(a) / Salonitan(a)","Lucio Anicio Luci filio Paetinati IIII viro iure dicundo quinquennali praefecto quinquennali Drusi Caesaris Germanici praefecto quinquennali Publi Dolabellae pontifici flamini Iuliae Augustae praefecto fabrum praefectura Phariaca Salonitana","honorific inscription","statue base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, mulieres, ordo decurionum, ordo equester, ordo senatorius, sacerdotes pagani, tria nomina, viri",43.5384,16.4743
