Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
50,798,468750,EDCS-28300035,HD058869,9,56,,,,,T(itus) Ancharenus / T(iti) f(ilius) Ser(gia) / dom(o) Laranda / mil(es) leg(ionis) VII an(norum) / XLV stip(endiorum) XXIII / h(ic) s(itus) e(st),Titus Ancharenus Titi filius Sergia domo Laranda miles legionis VII annorum XLV stipendiorum XXIII hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
53,803,468755,EDCS-28300040,HD058848,9,56,,,,,C(aius) Iulius C(ai) f(ilius) / Ultinia(!) Clistin/na mil(es) leg(ionis) VII / an(orum) XL sti(pendiorum) XIIX / h(ic) s(itus) e(st),Caius Iulius Cai filius Ultinia Clistinna miles legionis VII anorum XL stipendiorum XIIX hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
56,806,468758,EDCS-24400345,HD051028,9,56,,,,,L(ucius) Valerius L(uci) f(ilius) Vol(tinia) / domo Philippis / mil(es) leg(ionis) VII ann(orum) XXXV / stip(endiorum) XV h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit),Lucius Valerius Luci filius Voltinia domo Philippis miles legionis VII annorum XXXV stipendiorum XV hic situs est testamento fieri iussit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen",43.6139,16.689,1
58,819,468771,EDCS-30100403,HD058840,9,56,,,,,Q(uintus) Baebius Q(uinti) f(ilius) Serg(ia) Conan(is) / miles leg(ionis) VII ann(orum) XXXXV / stip(endiorum) XX h(ic) s(itus) e(st) / quamvis la[ss]e viator rogo ne graveris et / tumulum contempla meum lege et moraris iam / aliquid resciveris dum vi[x]i [hil]aris iucundus amicis / [nu]nc to[rpen]s iaceo hic o[ssa req]u[ies]cunt mea natus / sum C&lt;o=A&gt;n&lt;a=O&gt;nis conditu(s) [i]n Ill&lt;y=V&gt;rico vale et bene / facito vitae dum fatum venit / frater fratri ,Quintus Baebius Quinti filius Sergia Conanis miles legionis VII annorum XXXXV stipendiorum XX hic situs est quamvis lasse viator rogo ne graveris et tumulum contempla meum lege et moraris iam aliquid resciveris dum vixi hilaris iucundus amicis nunc torpens iaceo hic ossa requiescunt mea natus sum C lt o gt n lt a gt nis conditus in Ill lt y gt rico vale et bene facito vitae dum fatum venit frater fratri,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, tria nomina, viri",43.6139,16.689,1
59,820,468772,EDCS-30100404,HD058787,9,56,,,,,L(ucius) Cornelius L(uci) f(ilius) / Fab(ia) Heraclea / mil(es) leg(ionis) VII ann(orum) / XXXIII stip(endiorum) XI t(estamento) f(ieri) i(ussit) / Secundus h(eres) p(osuit) / h(ic) s(itus) e(st),Lucius Cornelius Luci filius Fabia Heraclea miles legionis VII annorum XXXIII stipendiorum XI testamento fieri iussit Secundus heres posuit hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, nomen singulare, praenomen et nomen, viri",43.6139,16.689,1
63,824,468776,EDCS-30100409,HD058854,9,56,,,,,M(arcus) Vibius M(arci) f(ilius) / Aem(ilia) D&lt;y=V&gt;rra(chio) / mil(es) leg(ionis) VII / ann(orum) XXX stip(endiorum) VII / h(ic) s(itus) e(st) / [---]lius h(eres) p(osuit) ,Marcus Vibius Marci filius Aemilia D lt y gt rrachio miles legionis VII annorum XXX stipendiorum VII hic situs est lius heres posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
64,825,468777,EDCS-30100410,HD058855,9,56,,,,,------] / Pol(lia) Aese / mil(es) leg(ionis) VII / ann(orum) XXX / stip(endiorum) VII h(ic) s(itus) e(st),Pollia Aese miles legionis VII annorum XXX stipendiorum VII hic situs est,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, viri",43.6139,16.689,1
71,844,468796,EDCS-30200431,HD022811,9,56,,,,,C(aius) Lartinius / C(ai) f(ilius) Pol(lia) domo / Foro Corneli / miles leg(ionis) VII / ann(orum) XXXIV / stip(endiorum) XVI h(ic) s(itus) e(st) / heredes posuer(unt),Caius Lartinius Cai filius Pollia domo Foro Corneli miles legionis VII annorum XXXIV stipendiorum XVI hic situs est heredes posuerunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Salonae,Dicmo,"milites, nomen singulare, viri",43.5384,16.4743,1
55,805,468757,EDCS-28300042,HD058789,9,56,,,,,Q(uintus) Oppius Q(uinti) f(ilius) / Pol(lia) Foro Corne(lii) / signifer le&lt;g=C&gt;(ionis) VII / ann(orum) XXX stip(endiorum) VIII / h(ic) s(itus) e(st) heres pos(u)it ,Quintus Oppius Quinti filius Pollia Foro Cornelii signifer le lt g gt ionis VII annorum XXX stipendiorum VIII hic situs est heres posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, viri",43.6139,16.689,1
463,6267,474715,EDCS-30000205,HD058594,9,56,,,,,Rutilia [---] / v(iva) f(ecit) sibi et Ar[---] / Tusco patr[i ---] / leg(ionis) VII et A[---] / Primioni f[ilio] / et Rutiliae Fes[tae?] / defunctae [---],Rutilia viva fecit sibi et Ar Tusco patri legionis VII et A Primioni filio et Rutiliae Festae defunctae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Trogir / Tragurium,Tragurium,"Trogir, bei","milites, mulieres, tria nomina, viri",43.5594,16.524,1
294,2988,471001,EDCS-27601612,HD000600,9,57,,,,,[------] / [Pompt]ina A[rr]etio / mil(es) le[g(ionis)] VII / ann{i}or(um) V(?)M(?) / [s]tipe[n]dior(um) IX / h(ic) s(itus),Pomptina Arretio miles legionis VII anniorum VM stipendiorum IX hic situs,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
434,5567,473899,EDCS-05000668,HD039727,42,57,,,,,Q(uintus) Mettius Q(uinti) f(ilius) / Volt(inia) Valens / mil(es) leg(ionis) VII C(laudiae) p(iae) f(idelis) / an(norum) XXXVIII stip(endiorum) XIIX / t(estamento) f(ieri) i(ussit),Quintus Mettius Quinti filius Voltinia Valens miles legionis VII Claudiae piae fidelis annorum XXXVIII stipendiorum XIIX testamento fieri iussit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
507,7081,108883,EDCS-75300231,NA,42,60,,,,,NA,Caius Aulius Cai filius Aniensi Secundus domo Cremona veteranus legionis VII Claudiae Piae Fidelis hic situs est Arria Agathemeris coniugi carissimo bene merenti posuit et Quinto Arrio Prisco se viva et sibi posuit,NA,epitaph,NA,,,,Dalmatia,NA,Veli Bijac / Bijaci / Bijaca / Siculi,NA,NA,"milites, mulieres, tria nomina, viri",43.5555172,16.2982386,1
49,797,468749,EDCS-28300034,HD058818,9,69,,,,,L(ucius) Allius L(uci) f(ilius) Fabia / signif(er) leg(ionis) XI / annor(um) XXX stip(endiorum) X / h(ic) s(itus) e(st) / L(ucius) Statienus L(uci) f(ilius) Fabi[a] / Catulus pos(uit),Lucius Allius Luci filius Fabia signifer legionis XI annorum XXX stipendiorum X hic situs est Lucius Statienus Luci filius Fabia Catulus posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Gardun / Tilurium,Tilurium,Trilj,"milites, praenomen et nomen, tria nomina, viri",43.6139,16.689,1
138,1216,469180,EDCS-31200486,HD028171,9,69,,,,,P(ublius) Gosseli/us Q(uinti) f(ilius) An(i)e(nsis) / Cre(mona) mil(es) leg(ionis) / XI sig(nifer) an(n)or(um) / XL st(ipendiorum) XIIII / h(ic) s(itus) e(st),Publius Gosselius Quinti filius Aniensis Cremona miles legionis XI signifer annorum XL stipendiorum XIIII hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, praenomen et nomen, viri",44.0317,15.9936,1
150,1245,469209,EDCS-10101838,HD035392,9,69,,,,,Ter(tius) Baebius C(ai) f(ilius) Sca(ptia) domo Florentia ann(orum) XXXV stip(endiorum) XVII mil(es) leg(ionis) XI cornicen,Tertius Baebius Cai filius Scaptia domo Florentia annorum XXXV stipendiorum XVII miles legionis XI cornicen,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Ervenik,"milites, praenomen et nomen, viri",44.0317,15.9936,1
173,1464,469437,EDCS-32300039,HD028011,9,69,,,,,Q(uintus) Gavius / Q(uinti) f(ilius) Arn(ensis) / Optatus / dom(o) Brixel(lo) / mil(es) leg(ionis) XI / an(norum) XXXIII / stip(endiorum) XIII h(ic) s(itus) e(st),Quintus Gavius Quinti filius Arnensis Optatus domo Brixello miles legionis XI annorum XXXIII stipendiorum XIII hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Knin / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
197,1839,469824,EDCS-30600027,HD061523,9,69,,,,,P(ublius) Fanniu[s] / Ani(ensis) Cremon(a) / eq(ues) leg(ionis) XI an(norum) / XXIX stip(endiorum) XII / h(ic) s(itus) e(st) f(rater?) f(ratri?) pos(uit) / hospes resiste et tumulum / contempla meum mora/[re gressu]m litteras nos/[tras lege] mando et st/[ilo? consigne?]s alter / [ut? sciat? ------ // ------]/ I(?)I(?) legem [--- nam? fa?]/tus aliqui[d? ex? improviso?] / facit titulum intuere / scriptum quo fato occidi / rumore sancto Il(l)yrici / iaceo in solo infunde / lacrumas(!) quisquis es / [mihi] misericors aetate / [cuncta] ceciderunt mecum / [brevi ae]quo animo vive vitam / [quoad] fieri [potest] / [------ // ------] / [---]OIAM[---] / [---]C(?)NORIS AL[---] / [---]R quaedam [---] / [---]SADEMII[---] / [---] nomen in P[---] / [---] quorum [---] / [------ // ------] / [---]prima noc[te ---] / [---] vivo fieri [---] / [---] satis [---] / [------,Publius Fannius Aniensis Cremona eques legionis XI annorum XXIX stipendiorum XII hic situs est frater fratri posuit hospes resiste et tumulum contempla meum morare gressum litteras nostras lege mando et stilo consignes alter ut sciat II legem nam fatus aliquid ex improviso facit titulum intuere scriptum quo fato occidi rumore sancto Illyrici iaceo in solo infunde lacrumas quisquis es mihi misericors aetate cuncta ceciderunt mecum brevi aequo animo vive vitam quoad fieri potest OIAM CNORIS AL R quaedam SADEMII nomen in P quorum prima nocte vivo fieri satis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Mokro Polje / Burnum,Burnum,Ervenik,"milites, praenomen et nomen, viri",44.0317,15.9936,1
200,1849,469834,EDCS-30600029,HD061471,9,69,,,,,A(ulus) Sentius A(uli) f(ilius) / Pom(ptina) Arreti(o) / vet(eranus) leg(ionis) XI h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) / hic est occisus / finibus Varvari/norum in agello / secus Titum flu/men ad Petram / Longam f(aciendum) c(uravit) her(es) / Q(uintus) Calventius L(uci) f(ilius) Vitalis,Aulus Sentius Auli filius Pomptina Arretio veteranus legionis XI hic situs est testamento fieri iussit hic est occisus finibus Varvarinorum in agello secus Titum flumen ad Petram Longam faciendum curavit heres Quintus Calventius Luci filius Vitalis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Mratovo / Burnum,NULL,Promina,"milites, praenomen et nomen, viri",43.9559481,16.0454253,1
181,1622,469599,EDCS-28400308,HD061820,14,69,,,,,[---]VIII[--]I / L(ucius) Veratius L(uci) f(ilius) / Cla(udia) Otho mil(es) / [l]eg(ionis) XI an(norum) XX / d(edicavit?),VIII I Lucius Veratius Luci filius Claudia Otho miles legionis XI annorum XX dedicavit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Labin / Alvona,Albona,Labin,"milites, tria nomina, viri",45.0949,14.1232,1
21,291,468221,EDCS-31200488,HD061355,42,69,no,,,,M(arcus) Valerius / Liberalis / m(iles) leg(ionis) XI Cl(audiae) p(iae) f(idelis) / an(n)oru(m) XIIX sti(pendii) I / domu Cl(audia) Aequo / mater m(emoriae?) viro et / sib(i) et filio,Marcus Valerius Liberalis miles legionis XI Claudiae piae fidelis annorum XIIX stipendii I domu Claudia Aequo mater memoriae viro et sibi et filio,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Burnum,Burnum,Kistanje,"milites, mulieres, tria nomina, viri",44.0317,15.9936,1
22,292,468222,EDCS-31200489,HD061356,42,69,no,,,,L(ucius) Val(erius) Maximus Va/lerio Proclo ann(orum) IXXX / leg(ionis) XI C(laudiae) p(iae) f(idelis) D[---]T Val(eriae) / GIAE VET EN [V]aleriae / Proclinae nepti / ann(orum) V CV[---] F(---) M(---) V(---) / p(---) f(ecit),Lucius Valerius Maximus Valerio Proclo annorum IXXX legionis XI Claudiae piae fidelis D T Valeriae GIAE VET EN Valeriae Proclinae nepti annorum V CV F M V p fecit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Burnum,Ninia,Knin,"milites, mulieres, ordo equester, tria nomina, viri",44.0408,16.1994,1
23,293,468223,EDCS-31200490,HD058298,42,69,no,,,,------] / L(?)[---] / Men(enia) V[---] / Feltr(ia) mil(es) / leg(ionis) XI C(laudiae) p(iae) f(idelis) / stip(endiorum) XVI / her(es) posu(it),L Menenia V Feltria miles legionis XI Claudiae piae fidelis stipendiorum XVI heres posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
24,294,468224,EDCS-30200436,HD035397,42,69,no,,,,[L(uci)? V?]iri L(uci) f(ili) Pob(lilia) / Novici Vero(na) / mil(itis) leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Aquili Fro(ntonis) / stip(endiorum) XXII / h(eres) f(aciendum) c(uravit),Luci Viri Luci fili Poblilia Novici Verona militis legionis XI Claudiae piae fidelis centuria Aquili Frontonis stipendiorum XXII heres faciendum curavit,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
117,1159,469122,EDCS-41300187,HD039871,42,69,,,,,L(ucius) Tertius L(uci)(?) f(ilius) / Ser(gia) Tertianus / Heraclea &lt;mil=NV&gt;(es) / leg(ionis) XI C(laudiae) [p(iae)] f(idelis) / ann(orum) XL / [stip(endiorum)] XVII / t(estamento) f(ieri) i(ussit) / L(ucius) Ponponius(!) / Pol(l)io h(eres) p(onendum) c(uravit) ,Lucius Tertius Luci filius Sergia Tertianus Heraclea lt milV gt es legionis XI Claudiae piae fidelis annorum XL stipendiorum XVII testamento fieri iussit Lucius Ponponius Pollio heres ponendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
126,1180,469144,EDCS-28300168,HD061411,42,69,,,,,Q(uintus) Valerius / Q(uinti) f(ilius) Ani(ensis) Niger / domo Foro / Iu[l]i(i) vet(eranus) leg(ionis) X[I] / C(laudiae) p(iae) f(idelis) ann(orum) XLV / stip(endiorum) XXIIII h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit) C(aius) Pontius / et Q(uintus) Gussius h(eredes) f(ecerunt),Quintus Valerius Quinti filius Aniensis Niger domo Foro Iulii veteranus legionis XI Claudiae piae fidelis annorum XLV stipendiorum XXIIII hic situs est testamento fieri iussit Caius Pontius et Quintus Gussius heredes fecerunt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Ninia,Knin,"milites, praenomen et nomen, tria nomina, viri",44.0408,16.1994,1
127,1190,469154,EDCS-31400326,HD061449,42,69,,,,,L(ucius) Va[leri]us L(uci) f(ilius) / Vo[lt(inia) V]erus / domo [L]uco Au[g(usti)] / mi[l(es) leg(ionis)] &lt;X=V&gt;I C(laudiae) p(iae) &lt;f=B&gt;(idelis) / ann(orum) [---]I stip(endiorum) / XVI[I](?) h(ic) s[it(us)] e(st) / &lt;t=I&gt;(estamento) f(ieri) &lt;i=P&gt;(ussit) P(ublius) [A]nnius / Aqu[ila?] f(aciendum) c(uravit) ,Lucius Valerius Luci filius Voltinia Verus domo Luco Augusti miles legionis lt X gt I Claudiae piae lt f gt idelis annorum I stipendiorum XVII hic situs est lt t gt estamento fieri lt i gt ussit Publius Annius Aquila faciendum curavit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Ervenik,"milites, tria nomina, viri",44.0317,15.9936,1
134,1212,469176,EDCS-32700572,HD055081,42,69,,,,,C(aius) Coccius / C(ai) f(ilius) Vetur(ia) / [T]ertius Plac(entia) / mil(es) leg(ionis) XI C(laudiae) p(iae) f(idelis) / stip(endiorum) XII |(centuria) Caecil(i) / Sabini benef(iciarius) / tribuni / [h(eres)] f(aciendum) c(uravit),Caius Coccius Cai filius Veturia Tertius Placentia miles legionis XI Claudiae piae fidelis stipendiorum XII centuria Caecili Sabini beneficiarius tribuni heres faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
135,1213,469177,EDCS-32700573,HD061350,42,69,,,,,------] / XIII[---] / Q(uinto) Com[inio? - f(ilio)] / Ani(ensi) Cre[mona] / mil(iti) leg(ionis) XI [Cl(audiae) p(iae) f(idelis) ann(orum)] / XXIIX stip(endiorum) [---] / h(ic) s(iti) s(unt) fr(ater) f[ac(iendum)? cur(avit)?],XIII Quinto Cominio filio Aniensi Cremona militi legionis XI Claudiae piae fidelis annorum XXIIX stipendiorum hic siti sunt frater faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, viri",44.0317,15.9936,1
137,1215,469179,EDCS-32700575,HD058296,42,69,,,,,L(ucius) Flavius / L(uci) f(ilius) Fab(ia) Vale/ns Heracle/a mil(es) leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Iuli Prisci an(norum) / XLII stip(endiorum) XXII / |(centuria) Iuli Prisci / h(eres) f(aciendum) c(uravit),Lucius Flavius Luci filius Fabia Valens Heraclea miles legionis XI Claudiae piae fidelis centuria Iuli Prisci annorum XLII stipendiorum XXII centuria Iuli Prisci heres faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
141,1224,469188,EDCS-10000847,HD034385,42,69,,,,,C(aius) Cottius C(ai) Quiri(na) / Priscinus Aug(---) Ne(---) / mil(es) leg(ionis) XI C(laudiae) p(iae) f(idelis) / stipendioru(m) XVI / annoru(m) XXXV / testamen(to) fier(i) iu/[ssit ------?,Caius Cottius Cai Quirina Priscinus Aug Ne miles legionis XI Claudiae piae fidelis stipendiorum XVI annorum XXXV testamento fieri iussit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
142,1225,469189,EDCS-10000848,HD034386,42,69,,,,,Q(uintus) Iulius Q(uinti) f(ilius) / Ouf(entina) Man/suetus Co/mo miles / leg(ionis) XI C(laudiae) p(iae) f(idelis) / ann(orum) XXXV stip(endiorum) / XIIII t(estamento) f(ieri) i(ussit) Q(uintus) Iul(ius) / Annius mil(es) leg(ionis) / eiusd(em) fratri p(ientissimo) f(aciendum) c(uravit),Quintus Iulius Quinti filius Oufentina Mansuetus Como miles legionis XI Claudiae piae fidelis annorum XXXV stipendiorum XIIII testamento fieri iussit Quintus Iulius Annius miles legionis eiusdem fratri pientissimo faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
143,1226,469190,EDCS-10000849,HD034387,42,69,,,,,L(ucius) Laberius / L(uci) f(ilius) Firmus tr/i(bu) Clau(dia) domo / F[o]ro Claudi / mile(s) leg(ionis) XI / [C(laudiae) p(iae)] f(idelis) [annor(um)] XXXV / [stip(endiorum)] XIIII / [h(ic)? s(itus)?] e(st)(?) / T(itus) Talon[i]us Sec[un(dus)] / t(estamento) f(ieri) i(ussit),Lucius Laberius Luci filius Firmus tribu Claudia domo Foro Claudi miles legionis XI Claudiae piae fidelis annorum XXXV stipendiorum XIIII hic situs est Titus Talonius Secundus testamento fieri iussit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
144,1227,469191,EDCS-10000850,HD034388,42,69,,,,,L(ucius) Magnus / L(uci) Fabia / Cleme(n)s Tavia / mil(es) leg(ionis) XI C(laudiae) p(iae) f(idelis) / optio sti(pendiorum) XI / an(norum) XXX pos(uit) / L(ucius) Salvius / Clemens frater,Lucius Magnus Luci Fabia Clemens Tavia miles legionis XI Claudiae piae fidelis optio stipendiorum XI annorum XXX posuit Lucius Salvius Clemens frater,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
145,1228,469192,EDCS-10000851,HD034389,42,69,,,,,Q(uintus) Satrius / Q(uinti) Publilia / Martialis Ver(ona) / mil(es) leg(ionis) XI C(laudiae) p(iae) f(idelis) / ann(orum) XXXIIII / stip(endiorum) XIIII,Quintus Satrius Quinti Publilia Martialis Verona miles legionis XI Claudiae piae fidelis annorum XXXIIII stipendiorum XIIII,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
146,1229,469193,EDCS-10000852,HD004410,42,69,,,,,Dis Ma(nibus) / Ter(tius) Anto(nius) / Ter(ti) f(ilius) Pol(lia) Rufi(nus) / Par(ma) mil(es) leg(ionis) XI / C(laudiae) p(iae) f(idelis) stip(endiorum) XVI,Dis Manibus Tertius Antonius Terti filius Pollia Rufinus Parma miles legionis XI Claudiae piae fidelis stipendiorum XVI,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
151,1246,469210,EDCS-10101839,HD025909,42,69,,,,,L(ucius) Bodlius L(uci) f(ilius) / Pol(lia) Genialis / Pollent(ia) mil(es) / leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Iuli Secundi / ann(orum) XXX stip(endiorum) X / h(eres) f(aciendum) c(uravit),Lucius Bodlius Luci filius Pollia Genialis Pollentia miles legionis XI Claudiae piae fidelis centuria Iuli Secundi annorum XXX stipendiorum X heres faciendum curavit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Ivosevci / Burnum,Burnum,Kistanje,"milites, tria nomina, viri",44.0317,15.9936,1
